"_case_","_event_","min_completion_time"
"PWLD","RELEASE","2015/06/26 05:32:40.000"
"PWMD","RELEASE","2015/05/29 05:37:32.000"
"PWQD","RELEASE","2015/09/21 05:36:30.000"
"PWSD","RELEASE","2015/09/17 05:45:08.000"
"PWVD","RELEASE","2015/06/06 05:33:47.000"
"PXCD","RELEASE","2015/04/13 05:33:19.000"
"PXDE","RELEASE","2016/01/02 05:30:30.000"
"PXJD","RELEASE","2015/08/01 05:47:01.000"
"PXMD","RELEASE","2015/06/23 05:32:46.000"
"PXSD","RELEASE","2015/07/12 05:35:47.000"
"PXYC","RELEASE","2015/03/30 06:35:15.000"
"PYAE","RELEASE","2015/10/11 05:37:28.000"
"PYBD","RELEASE","2015/04/08 05:32:02.000"
"PYFD","RELEASE","2015/03/28 15:57:59.000"
"PYGE","RELEASE","2015/11/18 06:05:04.000"
"PYHD","RELEASE","2015/07/09 05:42:34.000"
"PYTD","RELEASE","2015/06/28 05:33:17.000"
"PZAE","RELEASE","2015/08/18 05:37:22.000"
"PZDD","RELEASE","2015/04/13 05:36:51.000"
"PZIE","RELEASE","2015/11/29 05:37:43.000"
"PZTD","RELEASE","2015/08/19 05:38:23.000"
"QAEE","RELEASE","2015/11/29 05:43:38.000"
"QAHD","RELEASE","2015/06/09 05:33:20.000"
"QAID","RELEASE","2015/06/19 05:32:47.000"
"QAYD","RELEASE","2015/10/17 05:40:22.000"
"QBFE","RELEASE","2015/11/08 05:35:12.000"
"QBME","RELEASE","2015/11/30 05:50:06.000"
"QBND","RELEASE","2015/06/10 05:32:20.000"
"QBOD","RELEASE","2015/04/12 22:51:16.000"
"QBWD","RELEASE","2015/09/03 05:54:25.000"
"QCAD","RELEASE","2015/04/19 05:33:25.000"
"QCBE","RELEASE","2015/11/27 05:30:07.000"
"QCFD","RELEASE","2015/11/04 05:37:39.000"
"QCJD","RELEASE","2015/03/23 04:39:41.000"
"QCKD","RELEASE","2015/07/07 05:36:52.000"
"QCXD","RELEASE","2015/09/15 05:43:22.000"
"QDBE","RELEASE","2015/07/10 05:40:08.000"
"QDEE","RELEASE","2015/08/28 05:42:27.000"
"QDGD","RELEASE","2015/06/04 05:37:32.000"
"QDPD","RELEASE","2015/07/13 05:35:50.000"
"QDQD","RELEASE","2015/08/19 05:33:50.000"
"QEAE","RELEASE","2015/09/19 05:44:06.000"
"QEFD","RELEASE","2015/04/12 05:34:20.000"
"QEJD","RELEASE","2015/05/21 05:33:26.000"
"QEKD","RELEASE","2015/05/27 05:33:48.000"
"QEKE","RELEASE","2015/10/10 06:08:57.000"
"QELD","RELEASE","2015/05/07 05:40:01.000"
"QELE","RELEASE","2015/12/12 05:30:58.000"
"QFCE","RELEASE","2015/11/15 05:49:38.000"
"QFDD","RELEASE","2015/01/19 05:39:16.000"
"QFGD","RELEASE","2015/07/10 05:31:25.000"
"QFGE","RELEASE","2015/11/22 05:31:05.000"
"QFHE","RELEASE","2015/12/05 05:37:31.000"
"QFID","RELEASE","2015/04/09 05:40:23.000"
"QGED","RELEASE","2015/04/20 05:34:57.000"
"QGND","RELEASE","2015/04/01 14:37:28.000"
"QGSD","RELEASE","2015/09/15 05:34:29.000"
"QGZD","RELEASE","2015/10/09 06:58:57.000"
"AUED","CODE OK","2015/06/10 06:15:30.000"
"AUGD","CODE OK","2015/06/04 07:16:54.000"
"AUSD","CODE OK","2015/08/01 05:47:02.000"
"AUWD","CODE OK","2015/07/20 06:10:23.000"
"AVJE","CODE OK","2015/12/13 06:05:39.000"
"AVLD","CODE OK","2015/07/17 05:44:26.000"
"AVOD","CODE OK","2015/08/14 06:42:59.000"
"AVRD","CODE OK","2015/09/13 05:59:24.000"
"AVYD","CODE OK","2015/09/14 07:21:33.000"
"AVZD","CODE OK","2015/10/29 12:04:55.000"
"AWBD","CODE OK","2016/01/13 06:18:04.000"
"AWBE","CODE OK","2015/12/16 06:13:06.000"
"AWFE","CODE OK","2015/11/17 09:58:48.000"
"AWTD","CODE OK","2015/09/27 06:11:17.000"
"AXCE","CODE OK","2015/10/26 06:43:25.000"
"AXDD","CODE OK","2015/05/13 05:50:57.000"
"AXGD","CODE OK","2015/07/13 05:49:51.000"
"AXHD","CODE OK","2015/06/13 06:24:01.000"
"AXLE","CODE OK","2015/12/14 06:23:47.000"
"AXND","CODE OK","2015/08/03 06:02:38.000"
"AXSD","CODE OK","2015/10/07 05:58:20.000"
"AXVD","CODE OK","2015/07/18 13:41:40.000"
"AYCE","CODE OK","2015/11/30 06:13:35.000"
"AYFE","CODE OK","2015/11/18 06:29:17.000"
"AYLD","CODE OK","2015/06/30 06:38:11.000"
"AYOD","CODE OK","2015/08/13 05:53:09.000"
"AZFE","CODE OK","2015/12/14 06:13:53.000"
"AZID","CODE OK","2015/05/15 12:01:57.000"
"AZLD","CODE OK","2015/07/15 05:47:36.000"
"AZOD","CODE OK","2015/11/22 06:57:55.000"
"AZYD","CODE OK","2015/10/01 08:22:20.000"
"BABE","CODE OK","2015/12/16 06:32:07.000"
"BADD","CODE OK","2015/04/07 07:20:58.000"
"BAJD","CODE OK","2015/06/27 06:02:09.000"
"BAKD","CODE OK","2015/08/11 05:45:37.000"
"BAQD","CODE OK","2015/05/02 05:48:27.000"
"BARD","CODE OK","2015/06/04 06:07:31.000"
"BBCE","CODE OK","2015/12/15 06:04:11.000"
"BBDD","CODE OK","2015/08/20 18:54:19.000"
"BBGD","CODE OK","2015/04/23 05:44:59.000"
"BBHD","CODE OK","2015/03/06 06:34:06.000"
"BBID","CODE OK","2015/05/30 05:58:03.000"
"BBZC","CODE OK","2015/03/09 06:05:25.000"
"BCDE","CODE OK","2015/11/30 11:50:15.000"
"BCGE","CODE OK","2015/12/27 06:41:22.000"
"BCHE","CODE OK","2015/10/17 06:16:42.000"
"BCJD","CODE OK","2015/06/22 05:51:40.000"
"BCND","CODE OK","2015/07/20 06:39:12.000"
"BDBD","CODE OK","2015/05/03 05:50:23.000"
"BDDD","CODE OK","2015/05/18 05:41:58.000"
"BDHD","CODE OK","2015/05/01 05:57:15.000"
"BDID","CODE OK","2015/06/17 05:53:02.000"
"BDLE","CODE OK","2015/12/27 06:10:51.000"
"BDQD","CODE OK","2015/08/31 06:58:45.000"
"BDRD","CODE OK","2015/08/31 07:38:17.000"
"BDYD","CODE OK","2015/10/06 07:34:51.000"
"BEGD","CODE OK","2015/06/08 05:53:01.000"
"BEHD","CODE OK","2015/05/20 05:55:03.000"
"BEID","CODE OK","2015/06/26 06:28:41.000"
"BENE","CODE OK","2015/11/16 06:18:09.000"
"BFBD","CODE OK","2015/04/02 07:13:08.000"
"BFCD","CODE OK","2015/04/17 05:42:28.000"
"BFED","CODE OK","2015/06/04 06:37:12.000"
"BFEE","CODE OK","2016/01/07 06:29:56.000"
"BFLD","CODE OK","2015/03/25 05:26:02.000"
"BFSD","CODE OK","2015/09/06 06:09:32.000"
"BFWD","CODE OK","2015/09/23 08:08:40.000"
"BGBD","CODE OK","2015/05/06 06:02:38.000"
"BGED","CODE OK","2015/03/06 06:10:01.000"
"BGNE","CODE OK","2015/12/05 06:16:02.000"
"BGVD","CODE OK","2015/07/02 06:00:11.000"
"BGYD","CODE OK","2015/10/11 06:22:09.000"
"BHCD","CODE OK","2015/08/09 06:09:52.000"
"BHED","CODE OK","2015/04/21 05:47:10.000"
"BHEE","CODE OK","2015/08/24 06:55:52.000"
"BHLD","CODE OK","2015/06/02 05:42:14.000"
"BHME","CODE OK","2015/12/01 07:14:08.000"
"BHSD","CODE OK","2015/07/15 06:11:22.000"
"BIFD","CODE OK","2015/05/04 06:22:02.000"
"BIND","CODE OK","2015/08/31 06:18:01.000"
"BIZD","CODE OK","2015/11/03 07:14:43.000"
"BJAD","CODE OK","2015/04/28 05:46:22.000"
"BJAE","CODE OK","2015/11/05 06:03:38.000"
"BJDE","CODE OK","2015/09/19 16:52:40.000"
"BJGD","CODE OK","2015/06/07 06:06:08.000"
"BJGE","CODE OK","2015/10/03 08:53:14.000"
"BJHE","CODE OK","2015/09/05 12:12:39.000"
"BJPD","CODE OK","2015/06/11 06:14:52.000"
"BJPE","CODE OK","2015/12/13 06:23:41.000"
"BJRD","CODE OK","2015/06/30 05:58:51.000"
"WOHE","NEW","2015/10/01 01:25:03.000"
"WOKE","NEW","2015/10/26 08:51:41.000"
"WOMD","NEW","2015/04/16 11:25:16.000"
"WONE","NEW","2015/12/14 00:54:53.000"
"WOPD","NEW","2015/04/16 21:13:23.000"
"WORD","NEW","2015/06/05 17:54:32.000"
"WOUD","NEW","2015/06/26 15:37:11.000"
"WPCE","NEW","2015/07/31 18:30:02.000"
"WPFE","NEW","2015/08/12 12:31:22.000"
"WPGD","NEW","2015/02/26 17:39:22.000"
"WPHD","NEW","2015/03/08 12:06:15.000"
"WPKD","NEW","2015/03/05 19:42:43.000"
"WPLD","NEW","2015/04/09 12:21:12.000"
"WPND","NEW","2015/03/28 07:54:02.000"
"WPOD","NEW","2015/05/01 13:44:53.000"
"WPTD","NEW","2015/06/12 16:37:21.000"
"WQCE","NEW","2015/08/15 20:51:39.000"
"WQFE","NEW","2015/08/24 14:58:28.000"
"WQJD","NEW","2015/03/24 11:07:27.000"
"WQPD","NEW","2015/04/18 13:50:01.000"
"WQRD","NEW","2015/05/30 08:52:59.000"
"WQSD","NEW","2015/06/15 12:21:41.000"
"WRBE","NEW","2015/08/07 22:50:24.000"
"WREE","NEW","2015/09/04 13:23:40.000"
"WRJD","NEW","2015/02/25 16:12:44.000"
"WRMD","NEW","2015/04/18 20:02:11.000"
"WRPD","NEW","2015/04/27 16:59:21.000"
"WRRD","NEW","2015/05/30 11:07:47.000"
"WRSD","NEW","2015/06/07 17:16:05.000"
"WRZC","NEW","2015/01/02 22:52:53.000"
"WSCE","NEW","2015/07/30 07:48:40.000"
"WSGD","NEW","2015/01/31 20:54:57.000"
"WSKD","NEW","2015/04/08 11:30:23.000"
"WSND","NEW","2015/04/24 18:34:54.000"
"WSOD","NEW","2015/05/14 04:12:25.000"
"WSWD","NEW","2015/07/01 22:46:47.000"
"WSZD","NEW","2015/08/03 18:09:08.000"
"WTCD","NEW","2015/01/31 10:49:26.000"
"WTDE","NEW","2015/08/27 15:28:07.000"
"WTEE","NEW","2015/09/13 08:35:29.000"
"WTXD","NEW","2015/06/22 15:03:11.000"
"WUBD","NEW","2015/01/07 16:50:37.000"
"WUCE","NEW","2015/07/23 21:46:41.000"
"WUED","NEW","2015/02/22 13:55:29.000"
"WULD","NEW","2015/03/24 14:46:45.000"
"WUTD","NEW","2015/06/13 04:53:49.000"
"WUYD","NEW","2015/06/28 12:11:54.000"
"WVDD","NEW","2015/02/10 10:42:07.000"
"WVED","NEW","2015/02/13 21:24:21.000"
"WVJE","NEW","2015/09/24 15:39:12.000"
"WVTD","NEW","2015/05/21 12:22:49.000"
"WVYD","NEW","2015/07/24 09:24:42.000"
"WWCD","NEW","2015/02/06 11:26:52.000"
"WWGE","NEW","2015/08/25 09:07:12.000"
"WWKE","NEW","2015/11/04 19:58:52.000"
"WWLE","NEW","2015/10/12 05:16:43.000"
"WWXD","NEW","2015/06/16 11:16:59.000"
"WXBD","NEW","2015/02/02 09:29:29.000"
"WXED","NEW","2015/02/25 14:15:38.000"
"WXLD","NEW","2015/03/15 13:34:00.000"
"WXPE","NEW","2015/12/01 14:41:11.000"
"WXTD","NEW","2015/05/26 22:51:36.000"
"WXYD","NEW","2015/06/21 06:51:47.000"
"WYAE","NEW","2015/08/04 11:07:51.000"
"WYGE","NEW","2015/09/06 01:36:01.000"
"WYLE","NEW","2015/11/20 03:59:17.000"
"WYMD","NEW","2015/03/24 03:04:24.000"
"WYUD","NEW","2015/07/02 13:09:55.000"
"WYWD","NEW","2015/06/06 07:50:52.000"
"WZGD","NEW","2015/02/10 16:17:22.000"
"WZJE","NEW","2015/09/19 03:43:21.000"
"WZND","NEW","2015/04/07 14:18:09.000"
"WZOD","NEW","2015/05/18 21:13:49.000"
"WZVD","NEW","2015/06/11 02:19:22.000"
"WZWD","NEW","2015/07/15 21:50:43.000"
"WZZD","NEW","2015/07/07 00:38:29.000"
"XACE","NEW","2015/08/15 09:05:20.000"
"XAGD","NEW","2015/03/06 15:40:57.000"
"XAQE","NEW","2015/12/25 08:37:00.000"
"XBBE","NEW","2015/07/07 13:22:57.000"
"XBDE","NEW","2015/08/26 14:20:38.000"
"XBEE","NEW","2015/09/03 11:00:58.000"
"XBHE","NEW","2015/09/06 10:53:59.000"
"XBID","NEW","2015/03/10 22:18:04.000"
"XBLD","NEW","2015/04/14 21:42:44.000"
"XBNE","NEW","2015/11/05 18:27:00.000"
"XBQD","NEW","2015/04/29 10:59:48.000"
"XBXD","NEW","2015/07/05 14:12:44.000"
"XBYD","NEW","2015/07/17 12:24:37.000"
"XCFE","NEW","2015/09/09 03:50:53.000"
"XCKD","NEW","2015/04/05 11:43:53.000"
"XCND","NEW","2015/05/03 11:16:36.000"
"XCUD","NEW","2015/05/23 12:59:29.000"
"XDCE","NEW","2015/07/26 03:37:20.000"
"XDFE","NEW","2015/08/13 10:56:47.000"
"XDGD","NEW","2015/02/27 09:46:54.000"
"XDKD","NEW","2015/02/28 13:16:46.000"
"XDZD","NEW","2015/06/21 03:38:49.000"
"XEAE","NEW","2015/07/02 10:42:21.000"
"BKJD","CODE OK","2015/07/01 05:47:00.000"
"BKKD","CODE OK","2015/08/01 06:10:18.000"
"BKXD","CODE OK","2015/09/19 20:43:26.000"
"BLAD","CODE OK","2015/04/05 06:51:22.000"
"BLDE","CODE OK","2015/11/03 06:18:19.000"
"BLGE","CODE OK","2015/09/21 05:56:31.000"
"BLIE","CODE OK","2015/10/20 09:29:49.000"
"BLJD","CODE OK","2015/05/04 12:03:43.000"
"BLTD","CODE OK","2015/09/29 21:03:40.000"
"BLXD","CODE OK","2015/09/21 12:49:07.000"
"BMLD","CODE OK","2015/07/12 06:07:04.000"
"BMND","CODE OK","2015/07/06 05:50:39.000"
"BMOD","CODE OK","2015/07/20 05:50:35.000"
"BMZD","CODE OK","2016/01/07 06:12:12.000"
"BNBE","CODE OK","2015/11/08 06:38:58.000"
"BNCE","CODE OK","2015/10/23 07:32:28.000"
"BNEE","CODE OK","2015/11/24 10:21:21.000"
"BNND","CODE OK","2015/04/15 05:38:48.000"
"BNOD","CODE OK","2016/01/07 06:07:11.000"
"BNWD","CODE OK","2015/07/30 06:13:38.000"
"BNZD","CODE OK","2015/09/28 06:15:57.000"
"BOFD","CODE OK","2015/07/01 06:25:38.000"
"BOFE","CODE OK","2015/10/19 15:41:56.000"
"BOND","CODE OK","2015/08/03 05:45:30.000"
"BOOD","CODE OK","2015/06/29 05:48:12.000"
"BOTD","CODE OK","2015/07/28 05:47:09.000"
"BOUD","CODE OK","2015/09/23 06:42:41.000"
"BPCD","CODE OK","2015/05/04 06:09:39.000"
"BPCE","CODE OK","2015/11/27 06:09:02.000"
"BPLD","CODE OK","2015/12/05 06:21:53.000"
"BPMD","CODE OK","2015/07/06 06:15:21.000"
"BPSD","CODE OK","2015/09/18 21:01:49.000"
"BPWD","CODE OK","2015/11/05 05:19:49.000"
"BQFD","CODE OK","2015/05/30 08:41:25.000"
"BQJD","CODE OK","2015/04/24 05:46:39.000"
"BQKE","CODE OK","2015/11/17 06:14:07.000"
"BQND","CODE OK","2015/07/10 06:33:05.000"
"BQOD","CODE OK","2015/08/15 05:54:50.000"
"BQTD","CODE OK","2015/09/14 07:13:09.000"
"BRGD","CODE OK","2015/12/20 06:21:33.000"
"BRPD","CODE OK","2015/05/03 05:39:57.000"
"BRQD","CODE OK","2015/06/21 06:01:13.000"
"BRRD","CODE OK","2015/08/30 07:21:14.000"
"BSED","CODE OK","2015/05/24 06:05:19.000"
"BSKE","CODE OK","2016/01/09 06:32:34.000"
"BSMD","CODE OK","2015/07/30 06:32:52.000"
"BSWD","CODE OK","2015/09/22 06:32:18.000"
"BTDD","CODE OK","2015/03/30 06:54:34.000"
"BTGD","CODE OK","2015/04/18 06:15:16.000"
"BTHD","CODE OK","2015/07/12 05:52:55.000"
"BTQD","CODE OK","2015/09/06 09:47:07.000"
"BTRD","CODE OK","2015/08/09 06:01:18.000"
"BTVD","CODE OK","2015/09/07 06:20:16.000"
"BTYD","CODE OK","2015/10/23 07:50:25.000"
"BUAE","CODE OK","2015/11/06 06:31:55.000"
"BUFD","CODE OK","2015/04/22 06:14:23.000"
"BUND","CODE OK","2015/07/11 06:46:36.000"
"BUOD","CODE OK","2015/09/08 06:56:55.000"
"BUZD","CODE OK","2015/11/05 05:27:50.000"
"BVFD","CODE OK","2015/06/09 06:13:08.000"
"BVGE","CODE OK","2015/12/30 06:56:42.000"
"BVJD","CODE OK","2015/07/06 06:41:51.000"
"BVTD","CODE OK","2015/06/20 06:31:40.000"
"BVUD","CODE OK","2015/06/27 05:55:50.000"
"BVXD","CODE OK","2015/10/23 07:34:51.000"
"BWDD","CODE OK","2015/04/24 05:49:05.000"
"BWGE","CODE OK","2015/12/21 09:59:40.000"
"BWPD","CODE OK","2015/09/28 06:04:04.000"
"BWQD","CODE OK","2015/08/21 06:11:14.000"
"BWRD","CODE OK","2015/09/08 06:47:20.000"
"BWXD","CODE OK","2015/10/22 07:41:50.000"
"BXAE","CODE OK","2015/11/14 06:04:13.000"
"BXDE","CODE OK","2016/01/08 06:05:40.000"
"BXFD","CODE OK","2015/05/31 06:13:09.000"
"BXGE","CODE OK","2015/11/25 06:43:24.000"
"BXJD","CODE OK","2015/06/08 06:44:37.000"
"BXKD","CODE OK","2015/04/30 05:53:46.000"
"BXTD","CODE OK","2015/09/18 07:34:29.000"
"BXUD","CODE OK","2015/09/08 07:05:21.000"
"BXXD","CODE OK","2015/10/16 06:11:47.000"
"BYDD","CODE OK","2015/05/19 05:49:58.000"
"BYFE","CODE OK","2015/12/15 10:19:24.000"
"BYGD","CODE OK","2015/06/15 06:03:57.000"
"BYID","CODE OK","2015/05/28 05:50:40.000"
"BYKE","CODE OK","2015/11/19 12:04:24.000"
"BYQD","CODE OK","2015/08/28 06:18:47.000"
"BYVD","CODE OK","2015/08/21 05:52:43.000"
"BYYD","CODE OK","2015/08/26 05:52:14.000"
"BZDE","CODE OK","2015/12/06 06:30:22.000"
"BZFD","CODE OK","2015/06/12 06:20:16.000"
"QHFD","RELEASE","2015/06/04 05:41:18.000"
"QHJD","RELEASE","2015/04/11 05:32:57.000"
"QHKD","RELEASE","2015/06/29 05:37:58.000"
"QHOE","RELEASE","2016/01/10 05:42:05.000"
"QHTD","RELEASE","2015/08/22 05:43:55.000"
"QHUD","RELEASE","2015/07/27 05:31:12.000"
"QIJE","RELEASE","2015/11/07 05:37:51.000"
"QISD","RELEASE","2015/07/23 05:44:22.000"
"QIZD","RELEASE","2015/06/25 22:46:42.000"
"QJHD","RELEASE","2015/03/18 05:36:10.000"
"QJHE","RELEASE","2015/11/26 05:31:27.000"
"QJID","RELEASE","2015/05/27 05:34:47.000"
"QJIE","RELEASE","2015/10/26 06:00:51.000"
"QJVD","RELEASE","2015/08/19 05:36:36.000"
"QKCE","RELEASE","2015/10/06 05:31:04.000"
"QKHE","RELEASE","2015/10/13 07:18:24.000"
"QKIE","RELEASE","2015/12/07 06:06:58.000"
"QKSD","RELEASE","2015/08/07 05:58:29.000"
"QLDD","RELEASE","2015/04/02 06:41:32.000"
"QLGD","RELEASE","2015/06/24 05:32:36.000"
"QLHD","RELEASE","2015/06/09 05:39:24.000"
"QLID","RELEASE","2015/06/14 05:32:33.000"
"QLIE","RELEASE","2015/11/06 06:16:27.000"
"QLQD","RELEASE","2015/06/15 05:32:46.000"
"QLRD","RELEASE","2015/07/03 05:32:25.000"
"QLVD","RELEASE","2015/07/21 05:39:11.000"
"QMFD","RELEASE","2015/06/28 05:31:37.000"
"QMND","RELEASE","2015/06/29 05:41:15.000"
"QMOD","RELEASE","2015/08/05 05:51:07.000"
"QMUD","RELEASE","2015/10/16 05:36:56.000"
"QMZC","RELEASE","2015/01/10 22:49:38.000"
"QNAD","RELEASE","2015/01/22 15:44:01.000"
"QNDD","RELEASE","2015/05/18 05:37:44.000"
"QNKD","RELEASE","2015/08/08 05:30:09.000"
"QNPD","RELEASE","2015/09/13 05:37:17.000"
"QNQD","RELEASE","2015/08/27 05:38:24.000"
"QOBE","RELEASE","2015/11/14 05:35:09.000"
"QOCE","RELEASE","2015/12/19 05:33:44.000"
"QOEE","RELEASE","2015/12/05 05:31:04.000"
"QOND","RELEASE","2015/07/25 05:45:53.000"
"QOOD","RELEASE","2015/06/18 05:37:57.000"
"QOTD","RELEASE","2015/08/14 05:34:13.000"
"QOUD","RELEASE","2015/07/06 05:31:16.000"
"QPCD","RELEASE","2015/04/06 05:32:21.000"
"QPFE","RELEASE","2015/12/25 05:56:53.000"
"QPHD","RELEASE","2015/12/09 05:31:34.000"
"QPKE","RELEASE","2015/10/28 05:36:13.000"
"QQFE","RELEASE","2015/11/25 05:41:42.000"
"QQKE","RELEASE","2015/11/02 21:50:47.000"
"QQMD","RELEASE","2015/06/22 05:41:45.000"
"QQME","RELEASE","2015/11/06 05:48:07.000"
"QQOD","RELEASE","2015/08/03 05:34:20.000"
"QQWD","RELEASE","2015/08/11 05:38:20.000"
"QQZD","RELEASE","2015/10/27 05:05:24.000"
"QRMD","RELEASE","2015/07/28 05:38:34.000"
"QRND","RELEASE","2015/06/18 05:31:48.000"
"QRSD","RELEASE","2015/08/17 05:40:28.000"
"QRWD","RELEASE","2015/09/04 05:55:30.000"
"QRZD","RELEASE","2015/09/06 05:36:19.000"
"QSBD","RELEASE","2015/03/22 05:40:05.000"
"QSEE","RELEASE","2015/12/04 05:30:11.000"
"QSHD","RELEASE","2015/06/10 05:33:13.000"
"QSVD","RELEASE","2015/10/05 05:35:02.000"
"QSYD","RELEASE","2015/09/09 05:37:16.000"
"QTFD","RELEASE","2015/06/05 05:35:56.000"
"QTFE","RELEASE","2015/09/15 22:59:35.000"
"QTJE","RELEASE","2015/10/04 05:38:47.000"
"QTKE","RELEASE","2015/11/23 05:35:21.000"
"QTMD","RELEASE","2015/06/24 05:42:57.000"
"QTND","RELEASE","2015/06/03 11:35:46.000"
"QUFE","RELEASE","2015/10/19 06:37:46.000"
"QUGD","RELEASE","2015/05/06 05:33:27.000"
"QUHD","RELEASE","2015/07/16 05:35:45.000"
"QUID","RELEASE","2015/05/25 05:39:15.000"
"QUME","RELEASE","2015/12/07 05:31:46.000"
"QVDD","RELEASE","2015/04/12 05:31:09.000"
"QVGD","RELEASE","2015/02/06 22:47:24.000"
"QVHD","RELEASE","2015/05/11 05:34:59.000"
"QVRD","RELEASE","2015/06/10 05:39:44.000"
"QVYD","RELEASE","2015/06/27 05:33:29.000"
"QWJD","RELEASE","2015/07/01 05:36:22.000"
"QWKD","RELEASE","2015/08/03 05:31:58.000"
"QWMD","RELEASE","2015/07/27 05:38:43.000"
"QWTD","RELEASE","2015/08/15 05:40:46.000"
"QWUD","RELEASE","2015/08/21 05:51:38.000"
"QWXD","RELEASE","2015/11/19 06:01:56.000"
"QXAE","RELEASE","2015/11/07 04:35:10.000"
"QXDD","RELEASE","2015/03/03 05:33:38.000"
"QXGD","RELEASE","2015/07/28 05:43:19.000"
"QXHD","RELEASE","2015/12/20 06:04:31.000"
"XEBE","NEW","2015/07/09 21:34:05.000"
"XEDE","NEW","2015/08/31 15:33:38.000"
"XEHD","NEW","2015/02/07 09:43:31.000"
"XEID","NEW","2015/03/18 09:05:02.000"
"XEKE","NEW","2015/09/24 10:34:43.000"
"XELD","NEW","2015/04/12 12:46:40.000"
"XEND","NEW","2015/03/28 08:55:11.000"
"XENE","NEW","2015/11/28 22:57:03.000"
"XEOD","NEW","2015/04/29 17:12:02.000"
"XEQD","NEW","2015/04/29 00:06:28.000"
"XEWD","NEW","2015/06/29 12:18:58.000"
"XFAE","NEW","2015/08/06 14:35:16.000"
"XFDE","NEW","2015/08/21 21:30:02.000"
"XFEE","NEW","2015/09/05 20:08:12.000"
"XFGD","NEW","2015/01/30 08:14:30.000"
"XFZD","NEW","2015/07/19 18:26:55.000"
"XGGE","NEW","2015/08/22 01:34:50.000"
"XGPD","NEW","2015/05/09 11:34:19.000"
"XGXD","NEW","2015/07/12 21:40:53.000"
"XGYD","NEW","2015/06/21 21:27:18.000"
"XHBD","NEW","2015/01/26 15:18:16.000"
"XHBE","NEW","2015/07/18 11:07:24.000"
"XHDD","NEW","2015/01/12 15:14:36.000"
"XHDE","NEW","2015/07/29 12:35:32.000"
"XHED","NEW","2015/01/22 17:12:46.000"
"XHEE","NEW","2015/08/01 08:16:52.000"
"XHND","NEW","2015/05/03 22:48:04.000"
"XHQD","NEW","2015/04/21 08:27:44.000"
"XHWD","NEW","2015/06/01 20:54:13.000"
"XIBE","NEW","2015/08/06 15:45:12.000"
"XIDE","NEW","2015/07/24 14:48:58.000"
"XIFD","NEW","2015/02/02 05:43:39.000"
"XIHE","NEW","2015/08/28 11:17:22.000"
"XIIE","NEW","2015/09/14 12:53:08.000"
"XILE","NEW","2015/10/11 01:36:22.000"
"XINE","NEW","2015/11/12 11:01:18.000"
"XIPD","NEW","2015/05/16 03:28:03.000"
"XIXD","NEW","2015/06/17 04:05:29.000"
"XIYD","NEW","2015/06/21 21:50:03.000"
"XJGD","NEW","2015/01/29 13:40:29.000"
"XJJE","NEW","2015/10/09 19:59:11.000"
"XJMD","NEW","2015/03/27 12:34:20.000"
"XJME","NEW","2015/11/23 13:09:26.000"
"XJSD","NEW","2015/06/15 15:54:03.000"
"XJVD","NEW","2015/06/08 12:07:47.000"
"XJZD","NEW","2015/07/02 15:09:58.000"
"XKJD","NEW","2015/04/02 00:26:24.000"
"XKJE","NEW","2015/09/24 04:52:06.000"
"XKPD","NEW","2015/04/19 11:15:03.000"
"XKRD","NEW","2015/06/06 16:11:06.000"
"XKXD","NEW","2015/07/15 13:15:29.000"
"XKYD","NEW","2015/06/15 20:35:37.000"
"XLCE","NEW","2015/08/14 21:37:41.000"
"XLJD","NEW","2015/04/02 09:03:40.000"
"XLSD","NEW","2015/05/18 08:17:45.000"
"XLVD","NEW","2015/05/27 21:24:39.000"
"XLZD","NEW","2015/06/28 09:19:32.000"
"XMBD","NEW","2015/01/04 08:47:01.000"
"XMCE","NEW","2015/08/14 20:47:50.000"
"XMDD","NEW","2015/02/04 16:32:45.000"
"XMED","NEW","2015/01/18 22:38:48.000"
"XMHD","NEW","2015/03/12 11:45:24.000"
"XMID","NEW","2015/02/23 09:19:00.000"
"XMND","NEW","2015/04/29 23:05:50.000"
"XMOD","NEW","2015/05/07 13:55:57.000"
"XMQD","NEW","2015/05/02 15:48:00.000"
"XMWD","NEW","2015/06/14 14:16:58.000"
"XNAD","NEW","2015/01/15 14:13:00.000"
"XNAE","NEW","2015/07/13 15:06:55.000"
"XNBE","NEW","2015/08/12 15:54:46.000"
"XNDE","NEW","2015/09/04 04:58:34.000"
"XNGD","NEW","2015/02/06 13:51:16.000"
"XNIE","NEW","2015/10/03 22:52:56.000"
"XNKD","NEW","2015/03/09 09:28:08.000"
"XNNE","NEW","2015/12/05 16:22:15.000"
"XNTD","NEW","2015/06/19 10:59:09.000"
"XNUD","NEW","2015/06/21 11:28:31.000"
"XNZD","NEW","2015/06/27 16:54:51.000"
"XOCD","NEW","2015/01/08 14:18:53.000"
"XOFD","NEW","2015/02/03 11:22:40.000"
"XOPD","NEW","2015/04/23 21:13:33.000"
"XOYD","NEW","2015/07/24 18:40:31.000"
"XPBE","NEW","2015/07/14 03:54:40.000"
"XPGD","NEW","2015/03/11 17:39:26.000"
"XPHE","NEW","2015/09/05 13:39:41.000"
"XPMD","NEW","2015/03/24 13:09:31.000"
"XPSD","NEW","2015/06/05 10:38:28.000"
"XPVD","NEW","2015/07/05 23:55:28.000"
